can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,winner,votes
H8WI01024,"RYAN, PAUL D.",H,WI,1,REP,INCUMBENT,PO BOX 771,,JANESVILLE,WI,535470771,"$5,773,596.85 ",($500.00),"$5,773,096.85 ",,"$1,485,241.70 ",,"$7,258,338.55 ","$11,695,816.30 ",,,,"$2,249.25 ",,,"$18,265.62 ","$18,974,669.72 ","$6,897,340.51 ",,,"$52,910.64 ",,,,"$25,175.00 ",,"$4,500.00 ","$29,675.00 ","$5,142,282.67 ","$12,122,208.82 ","$2,680,320.86 ","$9,532,781.76 ","$7,228,663.55 ","$6,895,091.26 ",,,01-01-15,10/19/2016,Y,230063
H4MO08162,"SMITH, JASON T",H,MO,8,UNK,INCUMBENT,PO BOX 1324,,CAPE GIRARDEAU,MO,637021324,"$477,737.73 ","$36,534.00 ","$514,271.73 ","$1,609.00 ","$1,042,545.19 ",,"$1,558,425.92 ","$28,349.59 ",,,,"$2,185.51 ",,,"$2,154.88 ","$1,591,115.90 ","$967,830.01 ",,,"$21,000.00 ",,,,"$1,000.00 ",,,"$1,000.00 ","$175,689.32 ","$1,165,519.33 ","$146,192.58 ","$571,789.15 ","$1,557,425.92 ","$965,644.50 ",,,01-01-15,10/19/2016,Y,229648
H2IL02172,"KELLY, ROBIN L.",H,IL,2,DEM,INCUMBENT,4203 CEDARWOOD LANE,,MATTESON,IL,60443,"$345,976.56 ","$47,820.79 ","$393,797.35 ",,"$642,177.85 ",,"$1,035,975.20 ",,,,,$340.10 ,,,$397.97 ,"$1,036,713.27 ","$596,228.04 ",,,,,,,"$4,800.01 ",,"$2,550.00 ","$7,350.01 ","$176,678.26 ","$780,256.31 ","$122,066.79 ","$378,523.75 ","$1,028,625.19 ","$595,887.94 ",,,01-01-15,10/19/2016,Y,229184
H8MD01094,"HARRIS, ANDREW P",H,MD,1,REP,INCUMBENT,PO BOX 426,,STEVENSVILLE,MD,21666,"$595,583.02 ","$148,215.45 ","$743,798.47 ","$1,313.12 ","$442,158.37 ",,"$1,187,269.96 ",,,,,,,,"$1,169.56 ","$1,188,439.52 ","$500,548.29 ",,,,,,,"$3,000.00 ",,,"$3,000.00 ","$162,035.70 ","$665,583.99 ","$297,598.73 ","$820,454.26 ","$1,184,269.96 ","$500,548.29 ",,,01-01-15,10/19/2016,Y,229135
H2NC11080,"MEADOWS, MARK R",H,NC,11,REP,INCUMBENT,PO BOX 811,,HENDERSONVILLE,NC,287930811,"$218,559.38 ","$106,028.86 ","$324,588.24 ",,"$255,417.08 ",,"$580,005.32 ",,,,,"$3,251.09 ",,,,"$583,256.41 ","$390,633.64 ",,,,"$108,000.00 ",,"$108,000.00 ","$1,000.00 ",,$250.00 ,"$1,250.00 ","$30,879.80 ","$530,763.44 ","$174,406.45 ","$226,899.42 ","$578,755.32 ","$387,382.55 ","$100,500.00 ",,01-01-15,10/19/2016,Y,229130
H0MO07113,"LONG, BILLY MR.",H,MO,7,REP,INCUMBENT,3923 E GLEN ABBEY DRIVE,,SPRINGFIELD,MO,658094689,"$475,974.00 ","$12,989.71 ","$488,963.71 ",,"$901,404.84 ",,"$1,390,368.55 ","$8,939.99 ",,,,,,,"$11,796.94 ","$1,411,105.48 ","$1,478,549.40 ",,,,,,,"$7,400.10 ",,,"$7,400.10 ","$23,808.64 ","$1,509,758.14 ","$561,805.11 ","$463,152.45 ","$1,382,968.45 ","$1,478,549.40 ",,,01-01-15,10/19/2016,Y,228001
H6WI08155,"GALLAGHER, MICHAEL JOHN",H,WI,8,REP,OPEN,118 SOUTH WASHINGTON ST,#430A,GREEN BAY,WI,54301,"$1,893,501.12 ",$337.96 ,"$1,893,839.08 ","$20,000.00 ","$475,481.06 ",,"$2,389,320.14 ",,,,,,,,,"$2,389,320.14 ","$1,972,257.25 ",,,,,,,"$1,975.00 ",,,"$1,975.00 ",,"$1,974,232.25 ",,"$415,087.89 ","$2,387,345.14 ","$1,972,257.25 ","$13,131.54 ",,01-01-16,10/19/2016,Y,227703
H4OK06056,"LUCAS, FRANK D.",H,OK,3,REP,INCUMBENT,RR2 BOX 136,,CHEYENNE,OK,736283628,"$274,056.55 ","$19,870.00 ","$293,926.55 ",,"$836,392.22 ",,"$1,130,318.77 ","$3,599.65 ",,,,"$14,744.75 ",,,$512.34 ,"$1,149,175.51 ","$591,846.54 ",,,,,,,"$2,500.00 ",,"$5,000.00 ","$7,500.00 ","$440,000.00 ","$1,039,346.54 ","$287,017.55 ","$396,846.52 ","$1,122,818.77 ","$577,101.79 ",,,01-01-15,10/19/2016,Y,227276
H2IA05072,"KING, STEVE MR.",H,IA,4,REP,INCUMBENT,3897 ESTHER AVENUE,,KIRON,IA,514488003,"$395,175.10 ","$218,929.43 ","$614,104.53 ","$2,650.00 ","$268,100.00 ",,"$884,854.53 ",,,,,,,,"$8,496.55 ","$893,351.08 ","$820,157.76 ",,,,,,,"$1,000.00 ",,"$2,300.00 ","$3,300.00 ","$11,500.00 ","$834,957.76 ","$136,070.31 ","$194,463.63 ","$881,554.53 ","$820,157.76 ",,,01-01-15,10/19/2016,Y,225846
H0MO04086,"HARTZLER, VICKY",H,MO,4,REP,INCUMBENT,30218 S PLEASANT RIDGE RD,,HARRISONVILLE,MO,647016300,"$443,734.00 ","$29,191.00 ","$472,925.00 ",$250.00 ,"$384,700.00 ",,"$857,875.00 ",,,,,,,,$809.31 ,"$858,684.31 ","$382,580.58 ",,,,,,,,,,,"$306,750.00 ","$689,330.58 ","$352,837.00 ","$522,190.73 ","$857,875.00 ","$382,580.58 ",,,01-01-15,10/19/2016,Y,225034
H2VA06115,"GOODLATTE, ROBERT W.",H,VA,6,REP,INCUMBENT,5341 FOX RIDGE RD,,ROANOKE,VA,240188755,"$696,493.31 ","$41,223.75 ","$737,717.06 ",$526.25 ,"$959,783.85 ",,"$1,698,027.16 ","$9,366.31 ",,,,"$4,572.64 ",,,"$2,885.74 ","$1,714,851.85 ","$1,461,594.84 ",,,"$199,560.00 ",,,,"$6,700.00 ",,"$5,000.00 ","$11,700.00 ",,"$1,672,854.84 ","$978,502.01 ","$1,020,499.02 ","$1,686,327.16 ","$1,457,022.20 ",,,01-01-15,10/19/2016,Y,223915
H2MD05155,"HOYER, STENY HAMILTON",H,MD,5,DEM,INCUMBENT,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,"$920,411.63 ","$32,161.74 ","$952,573.37 ",,"$2,335,318.21 ",,"$3,287,891.58 ","$249,815.22 ",,,,"$7,906.83 ",,,"$4,408.31 ","$3,550,021.94 ","$1,489,740.14 ",,,,,,,"$3,990.00 ",,"$2,500.00 ","$6,490.00 ","$2,019,076.49 ","$3,515,306.63 ","$803,035.64 ","$837,750.95 ","$3,281,401.58 ","$1,481,833.31 ","$1,337.89 ",,01-01-15,10/19/2016,Y,223582
H8MN03077,"PAULSEN, ERIK",H,MN,3,REP,INCUMBENT,P.O. BOX 44369,250 PRAIRIE CENTER DRIVE,EDEN PRAIRIE,MN,55344,"$2,134,468.62 ","$153,739.74 ","$2,288,208.36 ",$500.00 ,"$2,213,681.15 ",,"$4,502,389.51 ","$6,546.98 ",,,,$442.51 ,,,"$5,834.52 ","$4,515,213.52 ","$4,046,745.63 ",,,"$33,100.00 ",,,,"$12,700.00 ",$800.00 ,$650.00 ,"$14,150.00 ",,"$4,093,995.63 ","$1,194,960.88 ","$1,616,178.77 ","$4,488,239.51 ","$4,046,303.12 ",,,01-01-15,10/19/2016,Y,223075
H0WI07051,"DUFFY, SEAN",H,WI,7,REP,INCUMBENT,PO BOX 538,,WAUSAU,WI,544020538,"$864,648.87 ","$173,912.90 ","$1,038,561.77 ",$300.00 ,"$1,127,247.98 ",,"$2,166,109.75 ","$17,508.59 ",,,,"$7,898.79 ",,,"$4,218.73 ","$2,195,735.86 ","$1,659,570.99 ",,,"$32,000.00 ",,,,"$25,200.00 ",,"$7,500.00 ","$32,700.00 ","$38,260.00 ","$1,762,530.99 ","$674,413.06 ","$1,107,617.93 ","$2,133,409.75 ","$1,651,672.20 ",,,01-01-15,10/19/2016,Y,222834
H6CO05159,"LAMBORN, DOUGLAS",H,CO,5,REP,INCUMBENT,PO BOX 64107,,COLORADO SPRINGS,CO,80962,"$133,623.26 ","$5,137.88 ","$138,761.14 ",$200.00 ,"$427,310.00 ",,"$566,271.14 ",,,,,$282.25 ,,,,"$566,553.39 ","$275,645.95 ",,,,,,,"$2,600.00 ",,,"$2,600.00 ","$32,063.00 ","$310,308.95 ","$66,644.81 ","$322,889.25 ","$563,671.14 ","$275,363.70 ",,,01-01-15,10/19/2016,Y,222169
H8VA01147,"WITTMAN, ROBERT J MR.",H,VA,1,REP,INCUMBENT,P O BOX 6,,MONTROSS,VA,22520,"$420,921.00 ","$86,573.09 ","$507,494.09 ",,"$476,580.10 ",,"$984,074.19 ","$1,010.40 ",,,,"$3,917.85 ",,,,"$989,002.44 ","$822,786.31 ",,,,,,,$500.00 ,,"$5,000.00 ","$5,500.00 ","$69,225.00 ","$897,511.31 ","$895,561.70 ","$987,052.83 ","$978,574.19 ","$818,868.46 ",,,01-01-15,10/19/2016,Y,221826
H2IN05082,"BROOKS, SUSAN MRS.",H,IN,5,REP,INCUMBENT,13406 BIRKENHEAD STREET,,CARMEL,IN,460328387,"$650,111.25 ","$37,112.17 ","$687,223.42 ",,"$832,646.04 ",,"$1,519,869.46 ","$90,088.67 ",,,,"$1,351.35 ",,,,"$1,611,309.48 ","$812,094.94 ",,,,,,,"$2,850.00 ",,"$4,500.00 ","$7,350.00 ","$264,752.18 ","$1,084,197.12 ","$846,661.03 ","$1,373,773.39 ","$1,512,519.46 ","$810,743.59 ",,,01-01-15,10/19/2016,Y,221785
H0OH16097,"RENACCI, JAMES B.",H,OH,16,REP,INCUMBENT,521 LEEDS GATE,,WADSWORTH,OH,442818793,"$621,786.52 ","$31,076.58 ","$652,863.10 ",,"$1,298,718.29 ",,"$1,951,781.39 ","$19,339.17 ",,,,"$5,810.51 ",,,,"$1,976,931.07 ","$1,261,422.60 ",,,,,,,"$5,750.00 ",,"$6,959.84 ","$12,709.84 ","$2,110.00 ","$1,276,242.44 ","$285,410.26 ","$986,098.89 ","$1,939,071.55 ","$1,255,612.09 ","$249,073.96 ",,01-01-15,10/19/2016,Y,221495
H2FL23021,"HASTINGS, ALCEE L",H,FL,20,DEM,INCUMBENT,2235 RAYBURN OFFICE BUILDING,,WASHINGTON,DC,20515,"$406,035.00 ","$25,210.00 ","$431,245.00 ","$3,800.00 ","$337,561.05 ",,"$772,606.05 ",,,,,"$7,118.64 ",,,,"$779,724.69 ","$578,134.63 ",,,,,,,$200.00 ,,"$6,259.70 ","$6,459.70 ","$107,325.00 ","$691,919.33 ","$154,456.95 ","$242,262.31 ","$766,146.35 ","$571,015.99 ",,,01-01-15,10/19/2016,Y,220452
H8CA12098,"ESHOO, ANNA G.",H,CA,18,DEM,INCUMBENT,"555 CAPITOL MALL, SUITE 1425",,SACRAMENTO,CA,95814,"$662,701.71 ","$27,631.92 ","$690,333.63 ",$61.94 ,"$592,992.00 ",,"$1,283,387.57 ",,,,,"$1,020.58 ",,,"$2,304.03 ","$1,286,712.18 ","$847,982.78 ",,,,,,,$700.00 ,,,$700.00 ,"$292,139.60 ","$1,140,822.38 ","$343,222.07 ","$489,111.87 ","$1,282,687.57 ","$846,962.20 ","$6,463.50 ",,01-01-15,10/19/2016,Y,220139
H4NC10047,"MCHENRY, PATRICK TIMOTHY",H,NC,10,REP,INCUMBENT,7918 NORMAN COURT,,DENVER,NC,280378018,"$1,022,694.70 ","$20,364.70 ","$1,043,059.40 ",,"$1,623,059.98 ",,"$2,666,119.38 ","$361,655.99 ",,,,"$3,387.81 ",,,,"$3,031,163.18 ","$1,326,324.32 ",,,"$44,950.32 ",,,,"$8,000.00 ",,"$7,500.00 ","$15,500.00 ","$612,402.78 ","$1,999,177.42 ","$840,207.84 ","$1,872,193.60 ","$2,650,619.38 ","$1,322,936.51 ",,,01-01-15,10/19/2016,Y,219589
H6OH08315,"DAVIDSON, WARREN",H,OH,8,REP,OPEN,1790 GREENBRIAR DRIVE,,TROY,OH,45373,"$416,432.00 ","$72,303.45 ","$488,735.45 ",,"$188,300.09 ","$9,461.24 ","$686,496.78 ",,"$250,000.00 ",,"$250,000.00 ","$3,569.15 ",,,,"$940,065.93 ","$796,875.07 ",,,,,,,,,,,"$1,400.00 ","$798,275.07 ",,"$141,674.53 ","$686,496.78 ","$793,305.92 ","$250,000.00 ",,01-01-15,10/19/2016,Y,219453
H2NC13110,"HOLDING, GEORGE E MR.",H,NC,2,REP,INCUMBENT,1705 KNOX RD,,RALEIGH,NC,27608,"$1,075,683.33 ","$55,417.14 ","$1,131,100.47 ",,"$1,398,495.13 ",,"$2,529,595.60 ","$98,476.91 ",,,,"$3,781.13 ",,,,"$2,631,853.64 ","$2,397,041.10 ",,,,"$58,700.00 ",,"$58,700.00 ","$11,650.00 ",,"$2,000.00 ","$13,650.00 ","$143,881.00 ","$2,613,272.10 ","$26,982.02 ","$45,563.56 ","$2,515,945.60 ","$2,393,259.97 ","$234,300.00 ",,01-01-15,10/19/2016,Y,219342
H0PA07082,"MEEHAN, PATRICK L. MR.",H,PA,7,REP,INCUMBENT,1029 EDMONDS AVENUE,,DREXEL HILL,PA,190262501,"$795,052.52 ","$20,058.00 ","$815,110.52 ","$1,150.00 ","$1,482,552.01 ",,"$2,298,812.53 ","$1,839.10 ",,,,"$12,419.18 ",,,"$9,381.46 ","$2,322,452.27 ","$1,522,566.06 ",,,,,,,$609.32 ,,"$4,000.00 ","$4,609.32 ","$265,885.00 ","$1,793,060.38 ","$1,671,202.37 ","$2,200,594.26 ","$2,294,203.21 ","$1,510,146.88 ",,,01-01-15,10/19/2016,Y,219314
H2NY14037,"MALONEY, CAROLYN B.",H,NY,12,DEM,INCUMBENT,49 EAST 92ND STREET,,NEW YORK,NY,10128,"$771,882.48 ","$53,839.32 ","$825,721.80 ",,"$720,070.00 ",,"$1,545,791.80 ",,,,,,,,,"$1,545,791.80 ","$1,450,447.49 ",,,,,,,$900.00 ,$172.12 ,,"$1,072.12 ",,"$1,451,519.61 ","$476,951.06 ","$571,223.25 ","$1,544,719.68 ","$1,450,447.49 ",,,01-01-15,10/19/2016,Y,219165
H6MD04209,"BROWN, ANTHONY GREGORY",H,MD,4,DEM,OPEN,2110 WOODVALE LANE,,BOWIE,MD,20721,"$718,372.46 ","$57,925.38 ","$776,297.84 ",,"$380,508.60 ","$5,500.00 ","$1,162,306.44 ",,"$408,850.00 ",,"$408,850.00 ",$423.27 ,,,$4.86 ,"$1,571,584.57 ","$1,057,922.66 ",,,"$4,500.00 ","$276,600.00 ",,"$276,600.00 ","$7,830.00 ",,,"$7,830.00 ","$15,000.00 ","$1,361,852.66 ",,"$209,731.91 ","$1,154,476.44 ","$1,057,499.39 ","$51,000.00 ",,01-01-15,10/19/2016,Y,218215
H4VA07143,"BRAT, DAVID ALAN MR.",H,VA,7,REP,INCUMBENT,11601 HICKORY LAKE TER,,GLEN ALLEN,VA,23059,"$742,874.66 ","$246,467.13 ","$989,341.79 ","$5,000.00 ","$157,371.06 ",$555.42 ,"$1,152,268.27 ","$52,300.00 ",,,,"$3,340.23 ",,,,"$1,207,908.50 ","$966,205.48 ",,,,,,,"$9,090.00 ",,,"$9,090.00 ","$3,250.00 ","$978,545.48 ","$60,419.75 ","$289,782.77 ","$1,143,178.27 ","$962,865.25 ",,,01-01-15,10/19/2016,Y,217968
H0PA04220,"ROTHFUS, KEITH MR.",H,PA,12,REP,INCUMBENT,PO BOX 435,,SEWICKLEY,PA,15143,"$901,944.57 ","$51,885.14 ","$953,829.71 ",$200.00 ,"$541,394.00 ",,"$1,495,423.71 ","$93,742.86 ",,,,"$5,788.18 ",,,,"$1,594,954.75 ","$1,239,322.26 ",,,,"$2,477.77 ",,"$2,477.77 ","$7,300.00 ","$3,000.00 ",,"$10,300.00 ","$202,805.00 ","$1,454,905.03 ","$531,139.87 ","$671,189.59 ","$1,485,123.71 ","$1,233,534.08 ","$194,822.54 ",,01-01-15,10/19/2016,Y,217449
H6KY01110,"COMER, JAMES",H,KY,1,REP,OPEN,P.O. BOX 338,,TOMPKINSVILLE,KY,42167,"$631,230.91 ","$27,455.16 ","$658,686.07 ",$250.00 ,"$296,601.11 ","$8,894.90 ","$964,432.08 ",,"$100,000.00 ",,"$100,000.00 ","$1,873.38 ",,,,"$1,066,305.46 ","$926,011.79 ",,,,,,,,,,,"$2,000.00 ","$928,011.79 ",,"$138,293.67 ","$964,432.08 ","$924,138.41 ","$100,000.00 ",,10-01-15,10/19/2016,Y,216957
H4GA11061,"LOUDERMILK, BARRY",H,GA,11,REP,INCUMBENT,PO BOX 447,,CASSVILLE,GA,301230447,"$304,308.32 ","$26,645.53 ","$330,953.85 ",,"$458,700.00 ",,"$789,653.85 ",$367.26 ,,,,$194.96 ,,,,"$790,216.07 ","$762,880.55 ",,,"$2,500.00 ",,,,"$1,100.00 ",,,"$1,100.00 ","$42,500.00 ","$808,980.55 ","$92,672.67 ","$73,908.19 ","$788,553.85 ","$762,685.59 ",,,01-01-15,10/19/2016,Y,216772
H2PA04135,"PERRY, SCOTT",H,PA,4,REP,INCUMBENT,PO BOX 147,,RED LION,PA,17356,"$262,651.00 ","$40,293.37 ","$302,944.37 ",$65.00 ,"$339,350.37 ",,"$642,359.74 ",,,,,$37.32 ,,,$127.92 ,"$642,524.98 ","$308,914.90 ",,,"$106,500.00 ",,,,$150.00 ,,,$150.00 ,"$19,141.00 ","$434,705.90 ","$150,671.25 ","$358,490.33 ","$642,209.74 ","$308,877.58 ",,,01-01-15,10/19/2016,Y,216772
H6OR04047,"DEFAZIO, PETER A",H,OR,4,DEM,INCUMBENT,PO BOX 1316,,SPRINGFIELD,OR,97477,"$327,126.94 ","$257,009.92 ","$584,136.86 ",,"$788,991.58 ",,"$1,373,128.44 ",,,,,"$3,242.75 ",,,$375.60 ,"$1,376,746.79 ","$542,848.93 ",,,,,,,"$7,572.87 ",,"$5,000.00 ","$12,572.87 ","$124,650.00 ","$680,071.80 ","$96,447.57 ","$793,122.56 ","$1,360,555.57 ","$539,606.18 ",,,01-01-15,10/19/2016,Y,216442
H8OH15076,"STIVERS, STEVE MR.",H,OH,15,REP,INCUMBENT,1971 CONCORD ROAD,,COLUMBUS,OH,432121947,"$939,590.30 ","$13,680.60 ","$953,270.90 ",,"$1,780,723.24 ",,"$2,733,994.14 ","$37,509.50 ",,,,"$1,554.24 ",,,"$1,602.81 ","$2,774,660.69 ","$1,473,168.40 ",,,,,,,"$2,300.00 ",,"$11,550.00 ","$13,850.00 ","$420,648.51 ","$1,907,666.91 ","$933,142.72 ","$1,800,136.50 ","$2,720,144.14 ","$1,471,614.16 ",,,01-01-15,10/19/2016,Y,216186
H2OH02085,"WENSTRUP, BRAD DR.",H,OH,2,REP,INCUMBENT,512 MISSOURI AVENUE,,CINCINNATI,OH,452261121,"$607,116.37 ","$87,414.18 ","$694,530.55 ",,"$366,375.00 ",,"$1,060,905.55 ","$8,781.80 ",,,,$143.36 ,,,$2.00 ,"$1,069,832.71 ","$726,805.03 ",,,,,,,"$8,100.00 ",,"$1,959.84 ","$10,059.84 ","$49,750.70 ","$786,615.57 ","$267,245.85 ","$550,462.99 ","$1,050,845.71 ","$726,661.67 ",,,01-01-15,10/19/2016,Y,215265
H2NC01081,"JONES, WALTER B.",H,NC,3,REP,INCUMBENT,POST OFFICE BOX 668,,FARMVILLE,NC,27828,"$352,166.00 ","$70,098.67 ","$422,264.67 ",,"$227,200.00 ",,"$649,464.67 ",,,,,"$1,998.38 ",,,,"$651,463.05 ","$644,632.56 ",,,,,,,$15.00 ,,,$15.00 ,"$5,680.00 ","$650,327.56 ","$125,475.06 ","$126,610.55 ","$649,449.67 ","$642,634.18 ",,,01-01-15,10/19/2016,Y,214850
H2OH14064,"JOYCE, DAVID P",H,OH,14,REP,INCUMBENT,9652 MUSIC STREET,,NOVELTY,OH,44072,"$924,916.03 ","$29,758.00 ","$954,674.03 ",$775.00 ,"$1,064,616.81 ",,"$2,020,065.84 ",,,,,,,,,"$2,020,065.84 ","$1,846,148.87 ",,,,,,,,,"$1,000.00 ","$1,000.00 ","$10,708.20 ","$1,857,857.07 ","$275,030.01 ","$437,238.78 ","$2,019,065.84 ","$1,846,148.87 ","$25,000.00 ",,01-01-15,10/19/2016,Y,214618
H6GA04129,"JOHNSON, HENRY C 'HANK'",H,GA,4,DEM,INCUMBENT,4153 FLAT SHOALS PARKWAY,"SUITE 322, BLDG. C, 2ND FLOOR",DECATUR,GA,30034,"$46,680.00 ","$10,076.69 ","$56,756.69 ",,"$394,530.00 ",,"$451,286.69 ",,,,,$229.42 ,,,,"$451,516.11 ","$364,738.78 ",,,,,,,$99.16 ,,,$99.16 ,"$44,137.38 ","$408,975.32 ","$15,327.54 ","$57,868.33 ","$451,187.53 ","$364,509.36 ","$6,211.20 ",,01-01-15,10/19/2016,Y,214278
H4MI04118,"MITCHELL, PAUL III",H,MI,10,REP,OPEN,4068 HOUGH ROAD,,DRYDEN,MI,48428,"$150,273.44 ",$18.00 ,"$150,291.44 ",,"$150,450.00 ","$444,677.01 ","$745,418.45 ",,"$3,132,610.00 ",,"$3,132,610.00 ",$382.26 ,,,"$1,637.41 ","$3,880,048.12 ","$3,713,703.51 ",,,,,,,$100.00 ,,$200.00 ,$300.00 ,"$25,791.75 ","$3,739,795.26 ",,"$140,252.86 ","$745,118.45 ","$3,713,321.25 ","$3,132,610.00 ",,01-01-15,10/19/2016,Y,214146
H8CA12171,"SPEIER, JACKIE",H,CA,14,DEM,INCUMBENT,PO BOX 112,,BURLINGAME,CA,94011,"$470,345.73 ","$18,644.08 ","$488,989.81 ",$32.13 ,"$334,004.70 ",,"$823,026.64 ",,,,,$3.63 ,,,"$5,298.26 ","$828,328.53 ","$378,060.25 ",,,,,,,$500.00 ,,,$500.00 ,"$198,234.51 ","$576,794.76 ","$1,277,243.56 ","$1,528,777.33 ","$822,526.64 ","$378,056.62 ","$2,490.65 ",,01-01-15,10/19/2016,Y,213612
H2FL00292,"DESANTIS, RONALD D.",H,FL,6,REP,INCUMBENT,PO BOX 1425,,PONTE VEDRA BEACH,FL,32004,"$3,789,092.50 ","$502,763.16 ","$4,291,857.66 ",,"$505,510.38 ","$2,500.00 ","$4,799,868.04 ","$57,958.09 ",,,,"$50,554.25 ",,,$742.00 ,"$4,909,124.13 ","$3,486,267.49 ",,,$100.00 ,,,,"$184,701.33 ",,"$14,500.00 ","$199,201.33 ","$21,450.00 ","$3,707,018.82 ","$709,750.87 ","$1,911,856.29 ","$4,600,666.71 ","$3,435,710.49 ",$938.75 ,,01-01-15,10/19/2016,Y,213180
H0MI02094,"HUIZENGA, WILLIAM P THE HON.",H,MI,2,REP,INCUMBENT,441 WILLIAMS COURT,,ZEELAND,MI,494641509,"$391,169.00 ","$34,806.16 ","$425,975.16 ",,"$726,958.63 ",,"$1,152,933.79 ","$1,224.55 ",,,,"$5,887.93 ",,,,"$1,160,046.27 ","$1,008,949.02 ",,,,,,,,,,,"$81,540.00 ","$1,090,489.02 ","$315,610.74 ","$385,167.99 ","$1,152,933.79 ","$1,003,061.09 ",,,01-01-15,10/19/2016,Y,213095
H0VA09055,"GRIFFITH, H MORGAN",H,VA,9,REP,INCUMBENT,PO BOX 361,,CHRISTIANSBURG,VA,24068,"$219,187.00 ","$52,456.25 ","$271,643.25 ",$500.00 ,"$523,554.00 ","$1,800.00 ","$797,497.25 ","$1,939.99 ",,,,$310.00 ,,,,"$799,747.24 ","$468,271.15 ",,,,,,,,,,,"$309,533.79 ","$777,804.94 ","$156,691.91 ","$178,634.21 ","$797,497.25 ","$467,961.15 ",,,01-01-15,10/19/2016,Y,212666
H2IL01042,"RUSH, BOBBY LEE",H,IL,1,DEM,INCUMBENT,3534 SOUTH CALUMET AVENUE,,CHICAGO,IL,60653,"$120,450.00 ",$630.00 ,"$121,080.00 ",,"$444,200.00 ",,"$565,280.00 ",,,,,$300.00 ,,,,"$565,580.00 ","$539,821.61 ",,,,,,,,,"$3,200.00 ","$3,200.00 ","$26,689.93 ","$569,711.54 ","$32,905.08 ","$28,773.54 ","$562,080.00 ","$539,521.61 ","$25,589.43 ",,01-01-15,10/19/2016,Y,212551
H6KY03124,"YARMUTH, JOHN A MR",H,KY,3,DEM,INCUMBENT,5008 NITTA YUMA DRIVE,,HARRODS CREEK,KY,40027,"$188,048.75 ","$38,514.23 ","$226,562.98 ",$115.25 ,"$392,450.81 ",,"$619,129.04 ",,,,,$73.57 ,,,"$1,736.18 ","$620,938.79 ","$412,024.70 ",,,,,,,,,,,"$200,000.00 ","$612,024.70 ","$489,936.83 ","$494,730.04 ","$619,129.04 ","$411,951.13 ","$132,262.40 ",,01-01-15,10/19/2016,Y,212388
H8TN02069,"DUNCAN, JOHN J REP. JR.",H,TN,2,REP,INCUMBENT,12103 BUTTERNUT CIRCLE,,KNOXVILLE,TN,37922,"$83,250.00 ","$3,945.00 ","$87,195.00 ",,"$230,231.10 ",,"$317,426.10 ",,,,,"$2,253.00 ",,,"$19,804.50 ","$339,483.60 ","$404,115.55 ",,,,,,,,,,,"$20,965.00 ","$425,080.55 ","$1,086,528.87 ","$1,000,931.92 ","$317,426.10 ","$401,862.55 ",,,01-01-15,10/19/2016,Y,212313
H6MD07160,"CUMMINGS, ELIJAH E",H,MD,7,DEM,INCUMBENT,2235 RAYBURN HOUSE OFFICE BLDG.,,WASHINGTON,DC,20515,"$406,853.15 ","$19,391.00 ","$426,244.15 ","$1,500.00 ","$585,300.00 ",,"$1,013,044.15 ",,,,,"$21,713.87 ",,,$887.86 ,"$1,035,645.88 ","$554,722.65 ",,,,,,,"$8,100.00 ","$5,500.00 ",,"$13,600.00 ","$396,260.00 ","$964,582.65 ","$890,656.95 ","$961,720.18 ","$999,444.15 ","$533,008.78 ",,,01-01-15,10/19/2016,Y,211962
H4MI12079,"DINGELL, DEBBIE",H,MI,12,DEM,INCUMBENT,19855 W. OUTER DR.,SUITE 103A-E,DEARBORN,MI,48124,"$496,288.24 ","$62,051.46 ","$558,339.70 ",$22.22 ,"$540,150.00 ",,"$1,098,511.92 ",,,,,$786.14 ,,,,"$1,099,298.06 ","$750,016.73 ",,,"$158,865.00 ",,,,,,"$2,500.00 ","$2,500.00 ","$13,602.03 ","$924,983.76 ","$327,970.56 ","$506,268.46 ","$1,096,011.92 ","$749,230.59 ",,,01-01-15,10/19/2016,Y,210922
H2TX26093,"BURGESS, MICHAEL C. DR.",H,TX,26,REP,INCUMBENT,PO BOX 2334,,DENTON,TX,762022334,"$320,428.67 ","$23,654.63 ","$344,083.30 ",,"$902,996.38 ",,"$1,247,079.68 ",,,,,$64.50 ,,,$243.36 ,"$1,247,387.54 ","$779,700.68 ",,,,,,,"$7,343.58 ",,,"$7,343.58 ","$194,050.00 ","$981,094.26 ","$205,055.67 ","$471,348.95 ","$1,239,736.10 ","$779,636.18 ",,,01-01-15,10/19/2016,Y,210313
